section,comm_a,comm_b,raw,bits,within_section_z,n_pairs_in_section,legacy_within_section_z,legacy_n_pairs_in_section,v9_status,v9_correction
6,DaatChacham_Vat214_Main,KeterShemTovMS_L,0.0920,-0.102,-0.294,78,-0.294,78,direct_pair_valid,
19_2,DaatChacham_Vat214_Main,UnKnownVatikan214,0.1962,2.791,-0.295,55,-0.295,55,direct_pair_valid,
15,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.1991,4.737,-0.296,36,-0.296,36,direct_pair_valid,
31,KeterShemTov,Rabenu_Bahayii,0.1482,3.989,-0.299,36,-0.299,36,direct_pair_valid,
11,DaatChacham_Vat107_Main,IbnShuib,0.2117,4.737,-0.301,45,-0.301,45,direct_pair_valid,
26,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.2304,3.479,-0.303,66,-0.303,66,direct_pair_valid,
10,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.1837,2.791,-0.303,55,-0.303,55,direct_pair_valid,
14,KeterShemTovMS_L,SaportaOxford1645,0.1486,3.989,,55,-0.305,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
30_1,MeiratEinayim,Rabenu_Bahayii,0.1170,0.381,-0.313,28,-0.313,28,direct_pair_valid,
5,KeterShemTovMS_L,Likutim_bhml_1978,0.1745,2.356,,66,-0.314,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
14,KeterShemTovMS_L,MeiratEinayim,0.1478,1.544,,55,-0.315,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,IbnShuib,MeiratEinayim,0.1317,1.544,,66,-0.315,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
25_2,KeterShemTov,UnKnownEskorial,0.1042,-0.102,,21,-0.319,28,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
1,SaportaOxford1645,UnKnownEskorial,0.1493,3.989,-0.321,45,-0.321,45,direct_pair_valid,
14,KenegedAsaraMaamaritLondon847,SaportaOxford1645,0.1465,1.544,,55,-0.331,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
6,DaatChacham_Vat214_Main,UnKnownEskorial,0.0889,-1.463,-0.333,78,-0.333,78,direct_pair_valid,
10,DaatChacham_Vat107_Main,Ricanati_Zicaron_aharon_ed,0.1816,2.791,-0.334,55,-0.334,55,direct_pair_valid,
29,IbnShuib,KeterShemTov,0.2128,4.737,-0.334,28,-0.334,28,direct_pair_valid,
15,IbnShuib,SaportaOxford1645,0.1973,2.791,-0.337,36,-0.337,36,direct_pair_valid,
30,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.2050,4.737,,36,-0.337,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
7_1,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.2500,6.345,-0.338,45,-0.338,45,direct_pair_valid,
23,DaatChacham_Vat214_Marginalia,KeterShemTov,0.1645,2.356,,28,-0.338,36,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1287,0.381,,66,-0.341,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
15,SaportaOxford1645,UnKnownEskorial,0.1970,2.791,-0.343,36,-0.343,36,direct_pair_valid,
32,DaatChacham_Vat214_Main,Rabenu_Bahayii,0.1706,2.356,-0.345,21,-0.345,21,direct_pair_valid,
23,MeiratEinayim,UnKnownEskorial,0.1630,3.989,,28,-0.347,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
18,DaatChacham_Vat107_Main,IbnShuib,0.1754,2.356,-0.348,36,-0.348,36,direct_pair_valid,
14,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1448,1.544,,55,-0.353,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
20,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.1424,1.544,-0.354,66,-0.354,66,direct_pair_valid,
4,IbnShuib,SaportaOxford1645,0.1724,2.356,-0.356,66,-0.356,66,direct_pair_valid,
26_1,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1895,2.791,-0.357,28,-0.357,28,direct_pair_valid,
26_1,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.1893,2.791,-0.359,28,-0.359,28,direct_pair_valid,
26,KenegedAsaraMaamaritLondon847,KeterShemTov,0.2262,3.479,-0.360,66,-0.360,66,direct_pair_valid,
4,KeterShemTovMS_L,SaportaOxford1645,0.1717,2.356,-0.364,66,-0.364,66,direct_pair_valid,
30,DaatChacham_Vat107_Main,Rabenu_Bahayii,0.2026,4.737,,36,-0.364,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
7_1,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.2467,6.345,-0.364,45,-0.364,45,direct_pair_valid,
8,IbnShuib,Rabenu_Bahayii,0.1458,1.544,-0.365,36,-0.365,36,direct_pair_valid,
19_1,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1987,4.737,-0.366,28,-0.366,28,direct_pair_valid,
5,KeterShemTovMS_L,MeiratEinayim,0.1706,2.356,,66,-0.366,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
27,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.1458,1.544,-0.367,55,-0.367,55,direct_pair_valid,
24,DaatChacham_Vat214_Main,Rabenu_Bahayii,0.1529,3.989,-0.370,66,-0.370,66,direct_pair_valid,
29,Ricanati_Zicaron_aharon_ed,UnKnownVatikan214,0.2101,4.737,-0.372,28,-0.372,28,direct_pair_valid,
14,SaportaOxford1645,UnKnownEskorial,0.1433,1.544,,55,-0.372,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
31,Comment_a_shuib_Parma_68,DaatChacham_Vat107_Main,0.1406,1.544,-0.374,36,-0.374,36,direct_pair_valid,
12,Comment_a_shuib_Parma_68,Ricanati_Zicaron_aharon_ed,0.1248,0.381,,66,-0.375,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
18,MeiratEinayim,Rabenu_Bahayii,0.1731,2.356,-0.376,36,-0.376,36,direct_pair_valid,
6,Comment_a_shuib_Parma_68,SaportaOxford1645,0.0851,-1.463,-0.381,78,-0.381,78,direct_pair_valid,
24,Comment_a_shuib_Parma_68,MeiratEinayim,0.1522,3.989,-0.382,66,-0.382,66,direct_pair_valid,
20,KenegedAsaraMaamaritLondon847,KeterShemTov,0.1399,1.544,-0.383,66,-0.383,66,direct_pair_valid,
25_2,DaatChacham_Vat214_Marginalia,MeiratEinayim,0.0988,-0.102,,21,-0.385,28,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
1,DaatChacham_Vat107_Main,KeterShemTovMS_L,0.1410,1.544,-0.386,45,-0.386,45,direct_pair_valid,
30,DaatChacham_Vat214_Main,KenegedAsaraMaamaritLondon847,0.2004,4.737,,36,-0.389,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
30,IbnShuib,Ricanati_Zicaron_aharon_ed,0.2000,4.737,,36,-0.393,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
23,DaatChacham_Vat214_Marginalia,MeiratEinayim,0.1546,3.989,,28,-0.397,36,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,KenegedAsaraMaamaritLondon847,KeterShemTov,0.1683,2.356,,66,-0.397,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
23,KeterShemTov,UnKnownEskorial,0.1545,3.989,,28,-0.398,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,DaatChacham_Vat214_Marginalia,KeterShemTov,0.1679,2.356,,66,-0.403,78,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
27,Rabenu_Bahayii,UnKnownEskorial,0.1427,1.544,-0.405,55,-0.405,55,direct_pair_valid,
22,Comment_a_shuib_Parma_68,MeiratEinayim,0.1547,3.989,,28,-0.407,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
21,Rabenu_Bahayii,UnKnownEskorial,0.2800,4.737,,28,-0.410,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
7_1,DaatChacham_Vat214_Main,Rabenu_Bahayii,0.2407,6.345,-0.413,45,-0.413,45,direct_pair_valid,
24,Comment_a_shuib_Parma_68,UnKnownVatikan214,0.1497,3.989,-0.422,66,-0.422,66,direct_pair_valid,
10,KeterShemTov,UnKnownEskorial,0.1754,2.356,-0.423,55,-0.423,55,direct_pair_valid,
2,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.1854,2.791,-0.423,15,-0.423,15,direct_pair_valid,
18,MeiratEinayim,UnKnownEskorial,0.1690,2.356,-0.425,36,-0.425,36,direct_pair_valid,
14,IbnShuib,UnKnownEskorial,0.1389,1.544,,55,-0.427,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
8,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.1400,1.544,-0.427,36,-0.427,36,direct_pair_valid,
24,KeterShemTov,Ricanati_Zicaron_aharon_ed,0.1493,3.989,-0.429,66,-0.429,66,direct_pair_valid,
30,DaatChacham_Vat107_Main,DaatChacham_Vat214_Marginalia,0.1968,2.791,,36,-0.429,45,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
1,Rabenu_Bahayii,UnKnownEskorial,0.1353,1.544,-0.430,45,-0.430,45,direct_pair_valid,
30_1,DaatChacham_Vat214_Main,KeterShemTov,0.1051,-0.102,-0.430,28,-0.430,28,direct_pair_valid,
23,MeiratEinayim,Rabenu_Bahayii,0.1481,1.544,,28,-0.436,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
21,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.2778,4.737,,28,-0.437,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
24,KeterShemTov,UnKnownEskorial,0.1488,3.989,-0.437,66,-0.437,66,direct_pair_valid,
24,KeterShemTov,UnKnownVatikan214,0.1488,3.989,-0.437,66,-0.437,66,direct_pair_valid,
19_2,DaatChacham_Vat107_Main,KeterShemTov,0.1852,2.791,-0.437,55,-0.437,55,direct_pair_valid,
6,Comment_a_shuib_Parma_68,KenegedAsaraMaamaritLondon847,0.0806,-1.463,-0.438,78,-0.438,78,direct_pair_valid,
11,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.1978,2.791,-0.438,45,-0.438,45,direct_pair_valid,
29,IbnShuib,UnKnownEskorial,0.2053,4.737,-0.439,28,-0.439,28,direct_pair_valid,
4,DaatChacham_Vat214_Main,Rabenu_Bahayii,0.1651,2.356,-0.439,66,-0.439,66,direct_pair_valid,
19_2,KenegedAsaraMaamaritLondon847,KeterShemTov,0.1848,2.791,-0.442,55,-0.442,55,direct_pair_valid,
11,DaatChacham_Vat214_Main,Ricanati_Zicaron_aharon_ed,0.1972,2.791,-0.444,45,-0.444,45,direct_pair_valid,
13,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.2292,3.479,-0.445,45,-0.445,45,direct_pair_valid,
29,KenegedAsaraMaamaritMinchen40,Rabenu_Bahayii,0.2046,4.737,-0.448,28,-0.448,28,direct_pair_valid,
7_1,DaatChacham_Vat107_Main,UnKnownEskorial,0.2354,6.345,-0.456,45,-0.456,45,direct_pair_valid,
5,DaatChacham_Vat214_Marginalia,UnKnownEskorial,0.1635,2.356,,66,-0.462,78,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
30,DaatChacham_Vat214_Main,Ricanati_Zicaron_aharon_ed,0.1935,2.791,,36,-0.466,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
22,DaatChacham_Vat107_Main,UnKnownEskorial,0.1504,3.989,,28,-0.469,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
25_2,DaatChacham_Vat214_Marginalia,Rabenu_Bahayii,0.0918,-0.102,,21,-0.470,28,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
13,KeterShemTovMS_L,MeiratEinayim,0.2266,3.479,-0.471,45,-0.471,45,direct_pair_valid,
6,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.0777,-1.463,-0.474,78,-0.474,78,direct_pair_valid,
26_1,MeiratEinayim,UnKnownEskorial,0.1724,2.356,-0.478,28,-0.478,28,direct_pair_valid,
27,DaatChacham_Vat107_Main,KenegedAsaraMaamaritParis868,0.1365,1.544,-0.479,55,-0.479,55,direct_pair_valid,
22,DaatChacham_Vat107_Main,DaatChacham_Vat214_Marginalia,0.1496,3.989,,28,-0.480,36,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
22,DaatChacham_Vat214_Marginalia,Ricanati_Zicaron_aharon_ed,0.1496,3.989,,28,-0.480,36,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
22,MeiratEinayim,Rabenu_Bahayii,0.1494,3.989,,28,-0.483,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
10,KenegedAsaraMaamaritLondon847,KeterShemTov,0.1712,2.356,-0.484,55,-0.484,55,direct_pair_valid,
11,DaatChacham_Vat214_Main,MeiratEinayim,0.1930,2.791,-0.485,45,-0.485,45,direct_pair_valid,
4,DaatChacham_Vat107_Main,UnKnownEskorial,0.1607,3.989,-0.489,66,-0.489,66,direct_pair_valid,
1,MeiratEinayim,Rabenu_Bahayii,0.1275,0.381,-0.490,45,-0.490,45,direct_pair_valid,
5,DaatChacham_Vat214_Main,MeiratEinayim,0.1614,3.989,,66,-0.490,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
19_1,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.1877,2.791,-0.491,28,-0.491,28,direct_pair_valid,
20,KeterShemTov,MeiratEinayim,0.1309,1.544,-0.491,66,-0.491,66,direct_pair_valid,
12,Comment_a_shuib_Parma_68,MeiratEinayim,0.1114,0.381,,66,-0.491,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,Rabenu_Bahayii,SaportaOxford1645,0.1611,3.989,,66,-0.494,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
24,DaatChacham_Vat214_Main,MeiratEinayim,0.1452,1.544,-0.495,66,-0.495,66,direct_pair_valid,
5,DaatChacham_Vat214_Main,Rabenu_Bahayii,0.1610,3.989,,66,-0.496,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
22,DaatChacham_Vat107_Main,IbnShuib,0.1484,3.989,,28,-0.497,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
17,KeterShemTov,Rabenu_Bahayii,0.0940,-0.102,-0.498,55,-0.498,55,direct_pair_valid,
22,Comment_a_shuib_Parma_68,Ricanati_Zicaron_aharon_ed,0.1481,1.544,,28,-0.502,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
17,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.0934,-0.102,-0.505,55,-0.505,55,direct_pair_valid,
6,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.0752,-1.463,-0.506,78,-0.506,78,direct_pair_valid,
20,KeterShemTov,Rabenu_Bahayii,0.1296,0.381,-0.506,66,-0.506,66,direct_pair_valid,
26_1,KeterShemTov,MeiratEinayim,0.1682,2.356,-0.508,28,-0.508,28,direct_pair_valid,
17,KenegedAsaraMaamaritLondon847,KeterShemTov,0.0930,-0.102,-0.509,55,-0.509,55,direct_pair_valid,
5,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.1599,3.989,,66,-0.510,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
10,MeiratEinayim,Rabenu_Bahayii,0.1693,2.356,-0.511,55,-0.511,55,direct_pair_valid,
19_2,DaatChacham_Vat214_Main,KeterShemTov,0.1793,2.356,-0.513,55,-0.513,55,direct_pair_valid,
30_1,IbnShuib,Rabenu_Bahayii,0.0966,-0.102,-0.513,28,-0.513,28,direct_pair_valid,
23,Comment_a_shuib_Parma_68,IbnShuib,0.1351,1.544,,28,-0.514,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
30,DaatChacham_Vat214_Main,DaatChacham_Vat214_Marginalia,0.1892,2.791,,36,-0.514,45,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
11,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.1899,2.791,-0.516,45,-0.516,45,direct_pair_valid,
32,DaatChacham_Vat107_Main,MeiratEinayim,0.1558,3.989,-0.517,21,-0.517,21,direct_pair_valid,
6,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.0742,-1.463,-0.518,78,-0.518,78,direct_pair_valid,
12,Comment_a_shuib_Parma_68,UnKnownEskorial,0.1071,-0.102,,66,-0.528,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
1,KeterShemTovMS_L,Likutim_bhml_1978,0.1222,0.381,-0.531,45,-0.531,45,direct_pair_valid,
19_2,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.1778,2.356,-0.532,55,-0.532,55,direct_pair_valid,
11,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.1881,2.791,-0.534,45,-0.534,45,direct_pair_valid,
19_1,IbnShuib,KenegedAsaraMaamaritLondon847,0.1838,2.791,-0.535,28,-0.535,28,direct_pair_valid,
5,MeiratEinayim,Rabenu_Bahayii,0.1576,3.989,,66,-0.541,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.1055,-0.102,,66,-0.542,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
15,Rabenu_Bahayii,SaportaOxford1645,0.1880,2.791,-0.545,36,-0.545,36,direct_pair_valid,
6,DaatChacham_Vat107_Main,SaportaOxford1645,0.0718,-2.187,-0.549,78,-0.549,78,direct_pair_valid,
6,DaatChacham_Vat214_Main,SaportaOxford1645,0.0718,-2.187,-0.549,78,-0.549,78,direct_pair_valid,
27,KenegedAsaraMaamaritParis868,UnKnownVatikan214,0.1305,1.544,-0.552,55,-0.552,55,direct_pair_valid,
22,IbnShuib,Ricanati_Zicaron_aharon_ed,0.1440,1.544,,28,-0.560,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
22,DaatChacham_Vat107_Main,MeiratEinayim,0.1438,1.544,,28,-0.563,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
20,DaatChacham_Vat214_Main,Ricanati_Zicaron_aharon_ed,0.1247,0.381,-0.565,66,-0.565,66,direct_pair_valid,
31,KeterShemTov,MeiratEinayim,0.1201,0.381,-0.577,36,-0.577,36,direct_pair_valid,
19_1,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.1800,2.356,-0.578,28,-0.578,28,direct_pair_valid,
31,KeterShemTov,UnKnownEskorial,0.1198,0.381,-0.580,36,-0.580,36,direct_pair_valid,
20,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.1234,0.381,-0.580,66,-0.580,66,direct_pair_valid,
17,DaatChacham_Vat214_Main,IbnShuib,0.0866,-1.463,-0.581,55,-0.581,55,direct_pair_valid,
16,Comment_a_shuib_Parma_68,Ricanati_Zicaron_aharon_ed,0.1620,3.989,-0.582,28,-0.582,28,direct_pair_valid,
32,DaatChacham_Vat214_Main,IbnShuib,0.1495,3.989,-0.590,21,-0.590,21,direct_pair_valid,
5,DaatChacham_Vat214_Marginalia,Likutim_bhml_1978,0.1538,3.989,,66,-0.592,78,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
